#obj1,#obj2,#obj3,#con1,#con2,#var1,#var2,#Gen,#Eval
0.04333333,-0.63529521,0.01812691,0.00666667,0.28187309,0.909969500312505,0.00526926735643213,796,121640
0.04333333,-0.63441992,0.01752479,0.00666667,0.28247521,0.909969566745297,0.0052710046792637,796,121642
0.04333333,-0.63428152,0.01744394,0.00666667,0.28255606,0.909969486030264,0.00527129752335274,796,121644
0.04333333,-0.63505644,0.01795904,0.00666667,0.28204096,0.9099695413935,0.00526973671994052,796,121651
0.04333333,-0.63430357,0.01745027,0.00666667,0.28254973,0.909969540699112,0.00527124248072031,796,121653
0.04333333,-0.63504124,0.01794239,0.00666667,0.28205761,0.909969581963754,0.00526975904365067,796,121654
0.04333333,-0.63423473,0.01741572,0.00666667,0.28258428,0.90996946419216,0.00527139552004495,796,121656
0.04333333,-0.6342895,0.01744776,0.00666667,0.28255224,0.909969496031219,0.00527127955405942,796,121662
0.04333333,-0.63624978,0.01876277,0.00666667,0.28123723,0.909969560052309,0.00526734636781613,797,121794
0.04333333,-0.63165134,0.01569063,0.00666667,0.28430937,0.909969329225811,0.00527658913533542,797,121797
0.04333333,-0.63226742,0.0160922,0.00666667,0.2839078,0.909969423992013,0.00527533808416264,797,121798
0.04333333,-0.63288587,0.01651488,0.00666667,0.28348512,0.909969394403714,0.00527410714681278,797,121799
0.04333333,-0.63591599,0.01852762,0.00666667,0.28147238,0.909969620652389,0.00526800185163765,797,121813
0.04333333,-0.63470626,0.01771038,0.00666667,0.28228962,0.909969617684168,0.00527042174225264,797,121815
0.04333333,-0.63253772,0.0162556,0.00666667,0.2837444,0.909969547156045,0.00527477281477285,797,121816
0.04333333,-0.63630617,0.01879526,0.00666667,0.28120474,0.909969596032302,0.00526722634884804,798,121943
0.04333333,-0.63530791,0.0181351,0.00666667,0.2818649,0.909969502772372,0.00526924148714948,798,121960
0.04333333,-0.63037366,0.01487031,0.00666667,0.28512969,0.909969052969825,0.00527919970427988,798,121966
0.04333333,-0.6346724,0.01769483,0.00666667,0.28230517,0.909969570817257,0.00527049888415048,798,121969
0.04333333,-0.63659877,0.01898827,0.00666667,0.28101173,0.909969626285412,0.0052666351741375,799,122101
0.04333333,-0.63602144,0.0185963,0.00666667,0.2814037,0.909969673743499,0.00526777307134868,799,122106
0.04333333,-0.63138586,0.01552467,0.00666667,0.28447533,0.909969243418277,0.00527713715912222,799,122108
0.04333333,-0.63601542,0.01859085,0.00666667,0.28140915,0.90996964606036,0.00526779789069771,800,122275
0.04333333,-0.63539815,0.0181792,0.00666667,0.2818208,0.909969610382838,0.00526903951306551,801,122405
0.04333333,-0.63659877,0.01898827,0.00666667,0.28101173,0.909969626285412,0.0052666351741375,801,122414
0.04333333,-0.63151205,0.01560325,0.00666667,0.28439675,0.909969286187709,0.00527687625408326,801,122416
0.04333333,-0.63529521,0.01812691,0.00666667,0.28187309,0.909969500312505,0.00526926735643213,801,122419
0.04333333,-0.63261926,0.01633171,0.00666667,0.28366829,0.909969413212713,0.00527463659135849,801,122420
0.04333333,-0.63659793,0.01898769,0.00666667,0.28101231,0.909969626411405,0.00526663683092761,802,122556
0.04333333,-0.63276899,0.01643527,0.00666667,0.28356473,0.909969398460348,0.00527433998685766,802,122559
0.04333333,-0.63339394,0.0168447,0.00666667,0.2831553,0.909969481379909,0.00527307356321597,802,122561
0.04333333,-0.63228101,0.01611047,0.00666667,0.28388953,0.909969366229633,0.00527532239083356,802,122563
0.04333333,-0.63318598,0.01667529,0.00666667,0.28332471,0.909969668187833,0.00527345151202477,802,122565
0.04333333,-0.63641685,0.01886969,0.00666667,0.28113031,0.90996959845863,0.00526700450904763,802,122570
0.04333333,-0.63617033,0.01870869,0.00666667,0.28129131,0.909969688591596,0.00526745448833522,802,122573
0.04333333,-0.63305372,0.01659213,0.00666667,0.28340787,0.909969625305017,0.00527372520974624,802,122576
0.04333333,-0.63462895,0.01767666,0.00666667,0.28232334,0.90996949935292,0.00527060011144429,802,122577
0.04333333,-0.63623971,0.01875401,0.00666667,0.28124599,0.909969572508667,0.00526736400268081,803,122708
0.04333333,-0.63615841,0.01868827,0.00666667,0.28131173,0.909969641213034,0.00526751288029452,803,122711
0.04333333,-0.6307562,0.01509989,0.00666667,0.28490011,0.909969237975959,0.0052783975627864,803,122714
0.04333333,-0.63618141,0.01871881,0.00666667,0.28128119,0.909969691913051,0.00526742767050825,803,122717
0.04333333,-0.63601542,0.01859085,0.00666667,0.28140915,0.90996964606036,0.00526779789069771,803,122719
0.04333333,-0.63223213,0.01605202,0.00666667,0.28394798,0.909969528112345,0.00527538778049179,803,122722
0.04333333,-0.63368678,0.01701847,0.00666667,0.28298153,0.90996963539451,0.00527245709993791,803,122728
0.04333333,-0.63565958,0.01835005,0.00666667,0.28164995,0.909969647789607,0.0052685091952257,803,122730
0.04333333,-0.63494974,0.01788541,0.00666667,0.28211459,0.909969551086467,0.00526994814487022,804,122862
0.04333333,-0.63573503,0.01840547,0.00666667,0.28159453,0.909969619607789,0.00526836392258268,804,122869
0.04333333,-0.63310766,0.01666536,0.00666667,0.28333464,0.909969390879813,0.00527366427853192,804,122871
0.04333333,-0.6346724,0.01769483,0.00666667,0.28230517,0.909969570817257,0.00527049888415048,804,122872
0.04333333,-0.63626707,0.01876388,0.00666667,0.28123612,0.909969627291127,0.00526729840503445,804,122880
0.04333333,-0.635912,0.01852308,0.00666667,0.28147692,0.909969632556273,0.00526800736783655,804,122881
0.04333333,-0.63601542,0.01859085,0.00666667,0.28140915,0.90996964606036,0.00526779789069771,805,123016
0.04333333,-0.63172334,0.01571462,0.00666667,0.28428538,0.909969486605784,0.00527641359196839,805,123028
0.04333333,-0.63338923,0.01684153,0.00666667,0.28315847,0.909969481166117,0.00527308306236013,805,123029
0.04333333,-0.63621533,0.01873286,0.00666667,0.28126714,0.909969602197451,0.00526740685161435,805,123033
0.04333333,-0.63659877,0.01898827,0.00666667,0.28101173,0.909969626285412,0.0052666351741375,806,123167
0.04333333,-0.63504326,0.01795833,0.00666667,0.28204167,0.909969489130274,0.00526977353577711,806,123170
0.04333333,-0.63659877,0.01898827,0.00666667,0.28101173,0.909969626285412,0.0052666351741375,806,123172
0.04333333,-0.63409525,0.01732563,0.00666667,0.28267437,0.909969437546267,0.00527167975536097,806,123174
0.04333333,-0.6365748,0.01897153,0.00666667,0.28102847,0.909969629871399,0.00526668232916835,806,123179
0.04333333,-0.63587493,0.01849427,0.00666667,0.28150573,0.909969656395682,0.00526807675231602,806,123183
0.04333333,-0.63298565,0.01654191,0.00666667,0.28345809,0.909969652018899,0.00527385605974823,806,123185
0.04333333,-0.63477129,0.01775931,0.00666667,0.28224069,0.909969585947977,0.00527029805951585,806,123190
0.04333333,-0.63299972,0.01658738,0.00666667,0.28341262,0.909969422802691,0.00527387377995477,807,123330
0.04333333,-0.63289243,0.01651691,0.00666667,0.28348309,0.909969409831132,0.00527409088987822,807,123340
0.04333333,-0.63523495,0.01807316,0.00666667,0.28192684,0.909969583060375,0.00526937141168504,808,123487
0.04333333,-0.63570839,0.01838581,0.00666667,0.28161419,0.909969630190468,0.00526841506471125,808,123488
0.04333333,-0.63285249,0.01648818,0.00666667,0.28351182,0.909969420945306,0.00527416853744493,808,123489
0.04333333,-0.63529521,0.01812691,0.00666667,0.28187309,0.909969500312505,0.00526926735643213,808,123490
0.04333333,-0.63324493,0.01674206,0.00666667,0.28325794,0.909969493526897,0.00527336914890581,809,123626
0.04333333,-0.63192981,0.0158729,0.00666667,0.2841271,0.909969367230217,0.00527602460764638,809,123637
0.04333333,-0.63659877,0.01898827,0.00666667,0.28101173,0.909969626285412,0.0052666351741375,809,123638
0.04333333,-0.63567024,0.0183584,0.00666667,0.2816416,0.909969640433293,0.00526848937047073,809,123642
0.04333333,-0.63654923,0.0189551,0.00666667,0.2810449,0.909969624305745,0.00526673464952512,809,123647
0.04333333,-0.62966901,0.01438136,0.00666667,0.28561864,0.909969133640336,0.00528059274213425,810,123791
0.04333333,-0.63084888,0.01512224,0.00666667,0.28487776,0.909969494634997,0.0052781609382162,810,123792
0.04333333,-0.63436782,0.01749662,0.00666667,0.28250338,0.909969521844288,0.00527111784838407,810,123798
0.04333333,-0.6364488,0.01888594,0.00666667,0.28111406,0.909969632522967,0.00526693380726901,811,123932
0.04333333,-0.63104862,0.01527546,0.00666667,0.28472454,0.909969378624102,0.00527778468334917,811,123934
0.04333333,-0.63257676,0.01627897,0.00666667,0.28372103,0.909969566376842,0.00527469090836874,811,123936
0.04333333,-0.62982029,0.01447288,0.00666667,0.28552712,0.909969201966506,0.00528027658384295,811,123939
0.04333333,-0.63659877,0.01898827,0.00666667,0.28101173,0.909969626285412,0.0052666351741375,811,123941
0.04333333,-0.63587493,0.01849427,0.00666667,0.28150573,0.909969656395682,0.00526807675231602,811,123947
0.04333333,-0.63587493,0.01849427,0.00666667,0.28150573,0.909969656395682,0.00526807675231602,811,123950
0.04333333,-0.6291573,0.01401271,0.00666667,0.28598729,0.909969278738128,0.00528158708436023,811,123953
0.04333333,-0.63500905,0.01791378,0.00666667,0.28208622,0.909969676009752,0.00526979456370027,812,124086
0.04333333,-0.63423467,0.01739277,0.00666667,0.28260723,0.909969610181637,0.00527136644375444,812,124088
0.04333333,-0.63067347,0.01507725,0.00666667,0.28492275,0.909969025706641,0.00527860553607017,812,124091
0.04333333,-0.62965989,0.01437595,0.00666667,0.28562405,0.909969128740853,0.00528061201393626,812,124092
0.04333333,-0.63662094,0.01900338,0.00666667,0.28099662,0.909969625533583,0.00526659096850544,812,124095
0.04333333,-0.63123983,0.01541603,0.00666667,0.28458397,0.909969306558056,0.00527741663395014,812,124097
0.04333333,-0.63513446,0.01801759,0.00666667,0.28198241,0.909969700105302,0.0052695099968354,812,124102
0.04333333,-0.63603175,0.01860154,0.00666667,0.28139846,0.909969648390754,0.00526776471655697,813,124241
0.04333333,-0.6323958,0.01615074,0.00666667,0.28384926,0.90996960415477,0.00527504520243999,813,124252
0.04333333,-0.63601542,0.01859085,0.00666667,0.28140915,0.90996964606036,0.00526779789069771,813,124256
0.04333333,-0.63492447,0.01787552,0.00666667,0.28212448,0.909969505214524,0.00527000785780051,813,124257
0.04333333,-0.63567078,0.01836925,0.00666667,0.28163075,0.909969573761853,0.0052685015624252,813,124260
0.04333333,-0.63411653,0.01733378,0.00666667,0.28266622,0.909969477344446,0.00527162921065585,813,124263
0.04333333,-0.63524884,0.01808042,0.00666667,0.28191958,0.909969596740058,0.00526934082893631,814,124391
0.04333333,-0.63492262,0.01785737,0.00666667,0.28214263,0.909969612973899,0.00526998997304487,814,124398
0.04333333,-0.63502854,0.01793402,0.00666667,0.28206598,0.909969580666668,0.00526978467699568,814,124404
0.04333333,-0.63357162,0.01694373,0.00666667,0.28305627,0.909969615520109,0.00527269143635346,814,124413
0.04333333,-0.63554782,0.01827504,0.00666667,0.28172496,0.909969644412553,0.00526873334467512,814,124417
0.04333333,-0.63489294,0.01783807,0.00666667,0.28216193,0.909969607967649,0.00527005040803575,815,124545
0.04333333,-0.63535511,0.01814769,0.00666667,0.28185231,0.909969625884198,0.00526912245173832,815,124548
0.04333333,-0.6342181,0.01738976,0.00666667,0.28261024,0.909969558040238,0.00527140997513783,815,124555
0.04333333,-0.63529521,0.01812691,0.00666667,0.28187309,0.909969500312505,0.00526926735643213,815,124556
0.04333333,-0.63486433,0.01781565,0.00666667,0.28218435,0.909969627755275,0.00527010360490313,815,124559
0.04333333,-0.6333822,0.01681949,0.00666667,0.28318051,0.909969591468502,0.00527307502157591,815,124563
0.04333333,-0.63666159,0.01903232,0.00666667,0.28096768,0.90996962057849,0.00526650375692776,815,124566
0.04333333,-0.63538408,0.01816415,0.00666667,0.28183585,0.909969645813528,0.00526906051084799,815,124567
0.04333333,-0.63274312,0.01637877,0.00666667,0.28362123,0.909969647067802,0.00527434200408767,816,124697
0.04333333,-0.63458544,0.01764236,0.00666667,0.28235764,0.909969530658247,0.00527068080470398,816,124704
0.04333333,-0.63578117,0.0184307,0.00666667,0.2815693,0.909969657470578,0.00526826413112058,816,124710
0.04333333,-0.63400823,0.01723217,0.00666667,0.28276783,0.909969658175509,0.00527180972090577,816,124721
0.04333333,-0.63364846,0.01698957,0.00666667,0.28301043,0.909969654405373,0.00527252998138444,817,124864
0.04333333,-0.63613307,0.01867046,0.00666667,0.28132954,0.909969645657018,0.00526756262130167,817,124867
0.04333333,-0.63365024,0.01699746,0.00666667,0.28300254,0.909969611710089,0.00527253499739309,817,124870
0.04333333,-0.63659132,0.01898321,0.00666667,0.28101679,0.909969626594358,0.00526664996544673,817,124871
0.04333333,-0.63569409,0.01837923,0.00666667,0.28162077,0.909969610525958,0.00526844759546928,818,125005
0.04333333,-0.63623834,0.0187471,0.00666667,0.2812529,0.909969679021604,0.00526733186496501,818,125007
0.04333333,-0.63587493,0.01849427,0.00666667,0.28150573,0.909969656395682,0.00526807675231602,818,125013
0.04333333,-0.63250142,0.01622202,0.00666667,0.28377798,0.909969604830559,0.00527483384413965,818,125015
0.04333333,-0.63175452,0.01572545,0.00666667,0.28427455,0.90996955178507,0.00527633825932903,818,125016
0.04333333,-0.63544738,0.01822094,0.00666667,0.28177906,0.909969556573469,0.0052689517808827,818,125018
0.04333333,-0.63608587,0.01864036,0.00666667,0.28135964,0.909969674359855,0.0052676433153108,818,125028
0.04333333,-0.63310599,0.01663615,0.00666667,0.28336385,0.909969570033178,0.005273631681434,819,125156
0.04333333,-0.63560295,0.01832101,0.00666667,0.28167899,0.909969588801906,0.00526863428905545,819,125175
0.04333333,-0.63488603,0.01783117,0.00666667,0.28216883,0.909969622257876,0.00527006134363848,819,125176
0.04333333,-0.63208991,0.01598732,0.00666667,0.28401268,0.909969327741947,0.00527571232769096,819,125180
0.04333333,-0.63376909,0.01707078,0.00666667,0.28292922,0.909969656637091,0.00527228823333617,819,125181
0.04333333,-0.63595176,0.01857018,0.00666667,0.28142982,0.909969503508685,0.00526795372611762,820,125312
0.04333333,-0.63021487,0.01480671,0.00666667,0.28519329,0.909968774329141,0.00527957298236487,820,125313
0.04333333,-0.63175452,0.01572545,0.00666667,0.28427455,0.90996955178507,0.00527633825932903,820,125315
0.04333333,-0.63550192,0.01824177,0.00666667,0.28175823,0.909969658647232,0.0052688223343486,820,125322
0.04333333,-0.63416862,0.01735128,0.00666667,0.28264872,0.90996959014457,0.00527150248810917,820,125329
0.04333333,-0.63041431,0.01489174,0.00666667,0.28510826,0.909969091544059,0.00527911068877563,820,125331
0.04333333,-0.62870944,0.0139308,0.00666667,0.2860692,0.909967871529312,0.00528276423582164,820,125334
0.04333333,-0.63182449,0.01576798,0.00666667,0.28423202,0.90996958233323,0.00527619214571078,820,125335
0.04333333,-0.63455522,0.01762312,0.00666667,0.28237688,0.909969522990973,0.00527074284255584,821,125466
0.04333333,-0.63175452,0.01572545,0.00666667,0.28427455,0.90996955178507,0.00527633825932903,821,125475
0.04333333,-0.63162446,0.01564502,0.00666667,0.28435498,0.909969504026028,0.00527660795524807,821,125476
0.04333333,-0.63378274,0.01708009,0.00666667,0.28291991,0.909969656152004,0.00527226102725829,821,125478
0.04333333,-0.63131827,0.01549929,0.00666667,0.28450071,0.909969113910781,0.00527729827767781,822,125625
0.04333333,-0.63460904,0.01764707,0.00666667,0.28235293,0.909969602244889,0.00527061930743554,822,125628
0.04333333,-0.6337471,0.01705926,0.00666667,0.28294074,0.909969635199317,0.00527233656827901,823,125778
0.04333333,-0.62991595,0.01454345,0.00666667,0.28545655,0.909969164389472,0.00528009276541622,823,125788
0.04333333,-0.63543475,0.01821305,0.00666667,0.28178695,0.909969552282016,0.00526897796593279,823,125791
0.04333333,-0.62737346,0.01316441,0.00666667,0.28683559,0.909967000562322,0.00528561031196337,824,125920
0.04333333,-0.63646483,0.01889472,0.00666667,0.28110528,0.909969645564524,0.00526689915746068,824,125926
0.04333333,-0.63159496,0.01562715,0.00666667,0.28437285,0.909969490948502,0.00527666952076063,824,125927
0.04333333,-0.63540441,0.01817996,0.00666667,0.28182004,0.909969632613546,0.00526902248694404,824,125943
0.04333333,-0.6332925,0.01675551,0.00666667,0.28324449,0.909969612732295,0.00527325017213458,825,126075
0.04333333,-0.63513756,0.01801918,0.00666667,0.28198082,0.909969507716316,0.00526958115185087,825,126076
0.04333333,-0.63604546,0.01860787,0.00666667,0.28139213,0.909969667107595,0.00526773354729402,825,126077
0.04333333,-0.63589901,0.01851647,0.00666667,0.28148353,0.909969618734193,0.00526803609295569,825,126079
0.04333333,-0.63544458,0.01822017,0.00666667,0.28177983,0.909969549461747,0.00526895878024235,825,126080
0.04333333,-0.63592923,0.0185552,0.00666667,0.2814448,0.909969502096053,0.00526799898622341,825,126082
0.04333333,-0.63507587,0.01797682,0.00666667,0.28202318,0.909969511764111,0.00526970379127735,825,126084
0.04333333,-0.63208443,0.0159394,0.00666667,0.2840606,0.909969609572899,0.00527566687697088,825,126085
0.04333333,-0.63584381,0.01847455,0.00666667,0.28152545,0.909969648114012,0.00526814061561933,825,126088
0.04333333,-0.63375127,0.0170616,0.00666667,0.2829384,0.909969638336939,0.0052723275438812,825,126091
0.04333333,-0.63246691,0.01620013,0.00666667,0.28379987,0.909969595640816,0.00527490470996674,825,126095
0.04333333,-0.63605726,0.01862451,0.00666667,0.28137549,0.909969611816311,0.00526772104916526,825,126097
0.04333333,-0.63241565,0.01616454,0.00666667,0.28383546,0.909969601583622,0.00527500607540846,825,126098
0.04333333,-0.63558,0.01829837,0.00666667,0.28170163,0.909969634393061,0.00526867097567051,825,126099
0.04333333,-0.63250035,0.01621419,0.00666667,0.28378581,0.909969649894639,0.0052748270659001,825,126100
0.04333333,-0.63466185,0.01768032,0.00666667,0.28231968,0.909969617867033,0.00527051057279687,826,126227
0.04333333,-0.63486433,0.01781565,0.00666667,0.28218435,0.909969627755275,0.00527010360490313,826,126230
0.04333333,-0.63659877,0.01898827,0.00666667,0.28101173,0.909969626285412,0.0052666351741375,826,126231
0.04333333,-0.63454044,0.01761208,0.00666667,0.28238792,0.909969529804234,0.00527077097529717,826,126232
0.04333333,-0.63160968,0.01563839,0.00666667,0.28436161,0.909969482703297,0.00527664173739841,826,126234
0.04333333,-0.6336962,0.01704697,0.00666667,0.28295303,0.909969494384739,0.00527246645726104,826,126235
0.04333333,-0.63515657,0.01803595,0.00666667,0.28196405,0.909969482651225,0.00526954820573689,826,126249
0.04333333,-0.63659877,0.01898827,0.00666667,0.28101173,0.909969626285412,0.0052666351741375,827,126380
0.04333333,-0.63654953,0.01895534,0.00666667,0.28104466,0.909969624068317,0.00526673410401553,827,126382
0.04333333,-0.63088995,0.01515003,0.00666667,0.28484997,0.909969494586129,0.00527807874322171,827,126388
0.04333333,-0.63289285,0.01651822,0.00666667,0.28348178,0.909969403342108,0.00527409134086974,827,126390
0.04333333,-0.63191646,0.01583184,0.00666667,0.28416816,0.909969571488855,0.00527601039575788,827,126392
0.04333333,-0.63659877,0.01898827,0.00666667,0.28101173,0.909969626285412,0.0052666351741375,827,126395
0.04333333,-0.63659877,0.01898827,0.00666667,0.28101173,0.909969626285412,0.0052666351741375,827,126396
0.04333333,-0.63659877,0.01898827,0.00666667,0.28101173,0.909969626285412,0.0052666351741375,827,126397
0.04333333,-0.63090438,0.01518879,0.00666667,0.28481121,0.909969309714198,0.00527808687221899,827,126403
0.04333333,-0.63406867,0.0172779,0.00666667,0.2827221,0.909969627068521,0.00527169508882792,828,126536
0.04333333,-0.63261187,0.01630409,0.00666667,0.28369591,0.90996955758861,0.00527462240669751,828,126540
0.04333333,-0.6354652,0.01823259,0.00666667,0.28176741,0.909969558951807,0.00526891572990439,828,126542
0.04333333,-0.63220835,0.01602433,0.00666667,0.28397567,0.909969602056428,0.00527542059426411,828,126549
0.04333333,-0.63425517,0.01743626,0.00666667,0.28256374,0.909969421315878,0.00527136323086852,828,126550
0.04333333,-0.63264859,0.01633284,0.00666667,0.28366716,0.909969532526477,0.00527455400242687,828,126556
0.04333333,-0.63599163,0.01857172,0.00666667,0.28142828,0.909969665482902,0.00526784159376569,828,126559
0.04333333,-0.63549,0.01823271,0.00666667,0.28176729,0.909969668175217,0.00526884361681439,829,126688
0.04333333,-0.62886429,0.01399797,0.00666667,0.28600203,0.909968110499195,0.00528240676161068,829,126689
0.04333333,-0.63198107,0.01589291,0.00666667,0.28410709,0.909969460698992,0.00527590331256288,829,126702
0.04333333,-0.63527554,0.01809214,0.00666667,0.28190786,0.909969637054471,0.00526927938491804,829,126710
0.04333333,-0.6337471,0.01705926,0.00666667,0.28294074,0.909969635199317,0.00527233656827901,830,126848
0.04333333,-0.63480461,0.01778837,0.00666667,0.28221163,0.909969544264865,0.00527023977961004,830,126859
0.04333333,-0.63595176,0.01857018,0.00666667,0.28142982,0.909969503508685,0.00526795372611762,830,126860
0.04333333,-0.63322204,0.01671175,0.00666667,0.28328825,0.909969587937963,0.00527339610524263,831,127006
0.04333333,-0.63481343,0.01779478,0.00666667,0.28220522,0.909969692736362,0.00527016233062506,831,127017
0.04333333,-0.63387185,0.01714291,0.00666667,0.28285709,0.909969639615863,0.0052720861343325,832,127145
0.04333333,-0.63384205,0.01712755,0.00666667,0.28287245,0.909969609094167,0.00527215186965724,832,127149
0.04333333,-0.62942994,0.01435898,0.00666667,0.28564102,0.90996824654687,0.00528124827043354,832,127155
0.04333333,-0.62995678,0.01475205,0.00666667,0.28524795,0.9099680110483,0.00528024175925733,832,127158
0.04333333,-0.63357162,0.01694373,0.00666667,0.28305627,0.909969615520109,0.00527269143635346,832,127164
0.04333333,-0.63491946,0.01785036,0.00666667,0.28214964,0.90996964403683,0.00526999009330977,832,127167
0.04333333,-0.63506728,0.01797144,0.00666667,0.28202856,0.909969509085694,0.00526972150916077,833,127298
0.04333333,-0.63403225,0.01726085,0.00666667,0.28273915,0.909969579003258,0.00527177744281946,833,127301
0.04333333,-0.62860352,0.01380001,0.00666667,0.28619999,0.909968248668329,0.00528290067470409,833,127304
0.04333333,-0.63433874,0.01745844,0.00666667,0.28254156,0.90996963993549,0.00527115238204207,833,127306
0.04333333,-0.62921476,0.01424691,0.00666667,0.28575309,0.909968033781258,0.00528172118136978,833,127313
0.04333333,-0.63455522,0.01762312,0.00666667,0.28237688,0.909969522990973,0.00527074284255584,833,127314
0.04333333,-0.62917066,0.01421853,0.00666667,0.28578147,0.909968024666758,0.00528181121074804,833,127317
0.04333333,-0.6337254,0.01705295,0.00666667,0.28294705,0.909969684706106,0.00527234961721175,834,127451
0.04333333,-0.63560295,0.01832101,0.00666667,0.28167899,0.909969588801906,0.00526863428905545,834,127455
0.04333333,-0.63471937,0.01773695,0.00666667,0.28226305,0.90996970003947,0.00527034025535328,834,127477
0.04333333,-0.63145512,0.01553217,0.00666667,0.28446783,0.90996949379797,0.00527694864557785,835,127608
0.04333333,-0.63294959,0.01652821,0.00666667,0.28347179,0.909969584001334,0.00527394175630714,835,127611
0.04333333,-0.63298637,0.01657792,0.00666667,0.28342208,0.909969425776842,0.0052738998095619,835,127615
0.04333333,-0.63343126,0.01685167,0.00666667,0.28314833,0.909969597591209,0.00527297572782214,836,127763
0.04333333,-0.63544774,0.01822191,0.00666667,0.28177809,0.909969551802402,0.00526895205324693,836,127765
0.04333333,-0.63612431,0.01866778,0.00666667,0.28133222,0.909969624805181,0.00526758438619126,836,127766
0.04333333,-0.63398701,0.01723182,0.00666667,0.28276818,0.909969687279915,0.00527182282640544,836,127769
0.04333333,-0.62928081,0.01427025,0.00666667,0.28572975,0.909968169635809,0.00528156189302603,836,127771
